,YEAR,EXPERIENCE,EMPLOYMENT,TITLE,LOCATION,COMPANYSIZE,SALARY
2780,2022,Senior,Full time,Data Analyst,US,Medium,52500
2781,2022,Senior,Full time,Data Engineer,US,Medium,236000
2782,2022,Senior,Full time,Data Engineer,US,Medium,182000
2787,2022,Senior,Full time,Data Analyst,US,Medium,135000
2793,2022,Senior,Full time,Data Engineer,US,Medium,195000
2797,2022,Senior,Full time,Data Operations Analyst,US,Medium,123000
2798,2022,Senior,Full time,Data Operations Analyst,US,Medium,92250
2801,2022,Senior,Full time,Data Engineer,US,Medium,97000
2802,2022,Senior,Full time,Data Engineer,US,Medium,90000
2806,2022,Senior,Full time,Machine Learning Engineer,US,Medium,180000
2807,2022,Senior,Full time,Data Engineer,US,Medium,260000
2808,2022,Senior,Full time,Data Engineer,US,Medium,180000
2809,2022,Senior,Full time,Data Architect,US,Medium,128000
2810,2022,Senior,Full time,Data Architect,US,Medium,81500
2811,2022,Senior,Full time,Data Operations Engineer,US,Medium,105000
2812,2022,Senior,Full time,Data Operations Engineer,US,Medium,70000
2814,2022,Senior,Full time,Data Scientist,US,Medium,122500
2815,2022,Senior,Full time,Data Engineer,US,Medium,171000
2816,2022,Senior,Full time,Data Engineer,US,Medium,117000
2817,2022,Senior,Full time,Data Scientist,US,Large,202800
2818,2022,Senior,Full time,Data Scientist,US,Large,104300
2820,2022,Senior,Full time,Data Analyst,ES,Medium,36773
2831,2022,Senior,Full time,Data Architect,US,Medium,345600
2832,2022,Senior,Full time,Data Architect,US,Medium,230400
2835,2022,Senior,Full time,Data Analyst,US,Medium,175950
2836,2022,Senior,Full time,Data Analyst,US,Medium,130050
2837,2022,Senior,Full time,Data Engineer,US,Large,205600
2838,2022,Senior,Full time,Data Engineer,US,Large,105700
2839,2022,Senior,Full time,Data Analyst,US,Medium,236600
2841,2022,Senior,Full time,Marketing Data Analyst,GB,Small,200000
2842,2022,Senior,Full time,Data Science Lead,US,Small,165000
2855,2022,Senior,Full time,Product Data Scientist,SG,Large,8000
2857,2022,Senior,Full time,Data Scientist,US,Medium,38000
2860,2022,Senior,Full time,Data Scientist,US,Medium,153600
2861,2022,Senior,Full time,Data Scientist,US,Medium,106800
2863,2022,Senior,Full time,Data Scientist,US,Medium,50000
2870,2022,Senior,Full time,Data Scientist,US,Medium,123400
2871,2022,Senior,Full time,Data Scientist,US,Medium,88100
2872,2022,Senior,Full time,Data Scientist,US,Small,120000
2873,2022,Senior,Full time,Data Scientist,US,Small,55000
2880,2022,Senior,Full time,Analytics Engineer,US,Medium,150000
2881,2022,Senior,Full time,Analytics Engineer,US,Medium,120000
2882,2022,Senior,Full time,Data Science Consultant,US,Medium,139000
2886,2022,Senior,Full time,Data Analyst,US,Medium,139600
2887,2022,Senior,Full time,Data Analyst,US,Medium,85700
2888,2022,Senior,Full time,Data Engineer,US,Medium,185000
2889,2022,Senior,Full time,Data Engineer,US,Medium,50000
2894,2022,Senior,Full time,Data Scientist,US,Medium,200000
2898,2022,Senior,Full time,Data Analyst,US,Medium,115000
2900,2022,Senior,Full time,Data Architect,US,Medium,225000
2901,2022,Senior,Full time,Data Architect,US,Medium,66000
2906,2022,Senior,Full time,Big Data Engineer,CA,Medium,161311
2907,2022,Senior,Full time,Principal Data Architect,IN,Large,38154
2908,2022,Senior,Full time,Data Engineer,PT,Medium,73546
2909,2022,Senior,Full time,Data Engineer,PT,Medium,42026
2912,2022,Senior,Full time,Data Architect,US,Medium,180000
2913,2022,Senior,Full time,Data Architect,US,Medium,160000
2914,2022,Senior,Full time,Machine Learning Manager,US,Medium,200000
2915,2022,Senior,Full time,Machine Learning Manager,US,Medium,150000
2916,2022,Senior,Full time,Data Engineer,US,Medium,188700
2917,2022,Senior,Full time,Data Engineer,US,Medium,160395
2924,2022,Senior,Full time,Applied Scientist,US,Medium,191475
2925,2022,Senior,Full time,Applied Scientist,US,Medium,141525
2928,2022,Senior,Full time,Lead Data Scientist,US,Large,156868
2929,2022,Senior,Full time,BI Analyst,NG,Small,200000
2932,2022,Senior,Full time,Lead Machine Learning Engineer,PT,Large,69344
2933,2022,Senior,Contractor,Data Analyst,US,Medium,90000
2938,2022,Senior,Full time,Data Engineer,US,Medium,165000
2939,2022,Senior,Full time,Data Engineer,US,Medium,132000
2940,2022,Senior,Full time,Analytics Engineer,US,Medium,130000
2942,2022,Senior,Full time,Data Engineer,US,Large,178800
2943,2022,Senior,Full time,Data Engineer,US,Large,132100
2944,2022,Senior,Full time,Machine Learning Engineer,CA,Medium,140000
2945,2022,Senior,Full time,Machine Learning Engineer,CA,Medium,110000
2947,2022,Senior,Full time,Data Engineer,US,Medium,85000
2948,2022,Senior,Full time,ETL Developer,US,Medium,250000
2949,2022,Senior,Full time,ETL Developer,US,Medium,63000
2952,2022,Senior,Full time,Data Engineer,US,Large,229998
2953,2022,Senior,Full time,Data Engineer,US,Large,154545
2954,2022,Senior,Full time,Data Scientist,US,Large,215000
2955,2022,Senior,Full time,Data Scientist,US,Large,159000
2958,2022,Senior,Full time,Data Scientist Lead,US,Large,183000
2959,2022,Senior,Full time,Data Analyst,US,Medium,99750
2960,2022,Senior,Full time,Data Analyst,US,Medium,68400
2961,2022,Senior,Full time,Data Scientist,US,Large,236900
2962,2022,Senior,Full time,Data Scientist,US,Large,159200
2963,2022,Senior,Full time,Data Science Manager,US,Medium,243225
2964,2022,Senior,Full time,Data Science Manager,US,Medium,179775
2975,2022,Senior,Full time,Data Scientist,US,Medium,191475
2976,2022,Senior,Full time,Data Scientist,US,Medium,141525
2979,2022,Senior,Full time,Data Scientist,US,Medium,218000
2980,2022,Senior,Full time,Data Scientist,US,Medium,145300
2981,2022,Senior,Full time,ML Engineer,US,Large,195400
2982,2022,Senior,Full time,ML Engineer,US,Large,131300
2985,2022,Senior,Full time,Data Scientist,US,Medium,207000
2986,2022,Senior,Full time,Data Scientist,US,Medium,153000
2990,2022,Senior,Full time,Data Analyst,US,Medium,99000
2997,2022,Senior,Full time,Machine Learning Engineer,PR,Medium,200000
2998,2022,Senior,Full time,Machine Learning Engineer,PR,Medium,135000
3007,2022,Senior,Full time,Data Engineer,US,Medium,195700
3008,2022,Senior,Full time,Data Engineer,US,Medium,130500
3009,2022,Senior,Full time,ML Engineer,US,Medium,130000
3010,2022,Senior,Full time,ML Engineer,US,Medium,84000
3011,2022,Senior,Full time,Data Engineer,US,Medium,141300
3012,2022,Senior,Full time,Data Engineer,US,Medium,102100
3015,2022,Senior,Full time,Data Analyst,US,Medium,144000
3016,2022,Senior,Full time,Data Analyst,US,Medium,113000
3017,2022,Senior,Full time,Data Architect,US,Large,195400
3018,2022,Senior,Full time,Data Architect,US,Large,131300
3019,2022,Senior,Full time,Machine Learning Engineer,US,Large,195400
3020,2022,Senior,Full time,Machine Learning Engineer,US,Large,131300
3026,2022,Senior,Full time,Data Engineer,US,Medium,80000
3031,2022,Senior,Full time,Machine Learning Engineer,FI,Small,63040
3034,2022,Senior,Full time,Analytics Engineer,US,Medium,190000
3035,2022,Senior,Full time,Analytics Engineer,US,Medium,140000
3036,2022,Senior,Full time,Data Scientist,US,Large,180000
3037,2022,Senior,Full time,Data Scientist,US,Large,165000
3038,2022,Senior,Full time,Applied Machine Learning Scientist,US,Large,108000
3041,2022,Senior,Full time,Data Scientist,US,Medium,179400
3042,2022,Senior,Full time,Data Scientist,US,Medium,154000
3043,2022,Senior,Full time,Machine Learning Scientist,US,Medium,193900
3044,2022,Senior,Full time,Machine Learning Scientist,US,Medium,129300
3045,2022,Senior,Full time,Analytics Engineer,US,Medium,122500
3046,2022,Senior,Full time,Analytics Engineer,US,Medium,100000
3047,2022,Senior,Full time,Data Engineer,US,Medium,193000
3048,2022,Senior,Full time,Data Scientist,US,Medium,136994
3049,2022,Senior,Full time,Data Scientist,US,Medium,101570
3054,2022,Senior,Full time,Director of Data Science,FR,Large,57786
3055,2022,Senior,Full time,Data Scientist,US,Medium,172000
3058,2022,Senior,Full time,Data Engineer,US,Medium,164000
3069,2022,Senior,Full time,Applied Scientist,US,Medium,212800
3070,2022,Senior,Full time,Applied Scientist,US,Medium,142800
3071,2022,Senior,Full time,Data Scientist,US,Medium,151800
3072,2022,Senior,Full time,Data Scientist,US,Medium,130240
3073,2022,Senior,Full time,Analytics Engineer,US,Medium,165000
3074,2022,Senior,Full time,Analytics Engineer,US,Medium,140250
3089,2022,Senior,Full time,Analytics Engineer,GB,Medium,102663
3090,2022,Senior,Full time,Analytics Engineer,GB,Medium,80041
3093,2022,Senior,Full time,Data Engineer,GB,Medium,104611
3094,2022,Senior,Full time,Data Engineer,GB,Medium,82280
3099,2022,Senior,Full time,Data Analyst,US,Large,115000
3100,2022,Senior,Full time,Data Operations Analyst,US,Medium,81000
3101,2022,Senior,Full time,Data Operations Analyst,US,Medium,66000
3102,2022,Senior,Full time,Data Scientist,US,Medium,204100
3103,2022,Senior,Full time,Data Scientist,US,Medium,136100
3104,2022,Senior,Full time,Analytics Engineer,US,Medium,250000
3105,2022,Senior,Full time,Analytics Engineer,US,Medium,63000
3112,2022,Senior,Full time,Data Specialist,US,Medium,95000
3114,2022,Senior,Full time,Data Scientist,US,Medium,170000
3118,2022,Senior,Full time,Lead Data Scientist,PT,Small,29944
3121,2022,Senior,Full time,Data Scientist,US,Large,160000
3122,2022,Senior,Full time,Data Scientist,US,Large,119300
3125,2022,Senior,Full time,ETL Developer,US,Medium,146200
3126,2022,Senior,Full time,ETL Developer,US,Medium,124270
3127,2022,Senior,Full time,Data Engineer,CA,Medium,185800
3128,2022,Senior,Full time,Data Engineer,CA,Medium,137400
3129,2022,Senior,Full time,Analytics Engineer,US,Medium,245000
3130,2022,Senior,Full time,Analytics Engineer,US,Medium,180000
3131,2022,Senior,Full time,Analytics Engineer,US,Medium,203500
3132,2022,Senior,Full time,Analytics Engineer,US,Medium,152000
3135,2022,Senior,Full time,Machine Learning Infrastructure Engineer,US,Medium,186000
3136,2022,Senior,Full time,Machine Learning Infrastructure Engineer,US,Medium,148800
3137,2022,Senior,Full time,Lead Machine Learning Engineer,IN,Large,95386
3140,2022,Senior,Full time,Machine Learning Engineer,US,Medium,186000
3141,2022,Senior,Full time,Machine Learning Engineer,US,Medium,148800
3142,2022,Senior,Full time,Machine Learning Engineer,US,Medium,186000
3143,2022,Senior,Full time,Machine Learning Engineer,US,Medium,148800
3146,2022,Senior,Full time,Data Analyst,US,Medium,216200
3147,2022,Senior,Full time,Data Analyst,US,Medium,144100
3153,2022,Senior,Full time,Machine Learning Engineer,US,Medium,85000
3154,2022,Senior,Full time,Data Science Manager,US,Medium,206000
3155,2022,Senior,Full time,Data Science Manager,US,Medium,175100
3156,2022,Senior,Full time,Machine Learning Engineer,US,Medium,189650
3157,2022,Senior,Full time,Machine Learning Engineer,US,Medium,164996
3160,2022,Senior,Full time,Data Engineer,US,Medium,154000
3161,2022,Senior,Full time,Data Engineer,US,Medium,126000
3162,2022,Senior,Full time,Machine Learning Engineer,US,Large,200000
3163,2022,Senior,Full time,Machine Learning Engineer,US,Large,150000
3168,2022,Senior,Full time,Data Analyst,US,Medium,117000
3169,2022,Senior,Full time,Data Analyst,US,Medium,99450
3170,2022,Senior,Full time,Data Engineer,PR,Medium,200000
3171,2022,Senior,Full time,Data Engineer,PR,Medium,135000
3172,2022,Senior,Full time,Machine Learning Engineer,US,Medium,193900
3173,2022,Senior,Full time,Machine Learning Engineer,US,Medium,129300
3174,2022,Senior,Full time,Data Analyst,GB,Medium,86193
3175,2022,Senior,Full time,Data Analyst,GB,Medium,61566
3176,2022,Senior,Full time,Data Analyst,US,Medium,175000
3178,2022,Senior,Full time,Data Engineer,US,Medium,188100
3179,2022,Senior,Full time,Data Engineer,US,Medium,139860
3180,2022,Senior,Full time,Machine Learning Engineer,US,Medium,248700
3181,2022,Senior,Full time,Machine Learning Engineer,US,Medium,167100
3188,2022,Senior,Full time,Data Architect,US,Medium,141300
3189,2022,Senior,Full time,Data Architect,US,Medium,102100
3190,2022,Senior,Full time,Data Architect,US,Medium,250000
3191,2022,Senior,Full time,Data Architect,US,Medium,63000
3192,2022,Senior,Full time,Data Science Manager,US,Large,189500
3193,2022,Senior,Full time,Data Science Manager,US,Large,140100
3194,2022,Senior,Full time,Data Engineer,US,Large,177600
3195,2022,Senior,Full time,Data Engineer,US,Large,131300
3198,2022,Senior,Full time,Machine Learning Engineer,US,Large,202900
3203,2022,Senior,Full time,Data Scientist,US,Large,140000
3204,2022,Senior,Full time,Machine Learning Scientist,US,Medium,216000
3205,2022,Senior,Full time,Machine Learning Scientist,US,Medium,144000
3206,2022,Senior,Full time,Analytics Engineer,US,Small,48000
3209,2022,Senior,Full time,Applied Machine Learning Scientist,GB,Large,77119
3210,2022,Senior,Full time,Data Engineer,US,Medium,206699
3211,2022,Senior,Full time,Data Engineer,US,Medium,99100
3218,2022,Senior,Full time,Data Engineer,US,Large,100000
3219,2022,Senior,Full time,Data Engineer,US,Large,80000
3221,2022,Senior,Full time,Data Scientist,US,Large,100000
3222,2022,Senior,Full time,Data Specialist,US,Large,221300
3223,2022,Senior,Full time,Data Specialist,US,Large,148700
3224,2022,Senior,Full time,Data Science Manager,US,Medium,249260
3225,2022,Senior,Full time,Data Science Manager,US,Medium,185400
3228,2022,Senior,Full time,Data Analyst,US,Medium,128875
3229,2022,Senior,Full time,Data Analyst,US,Medium,93700
3231,2022,Senior,Full time,Machine Learning Engineer,US,Medium,100000
3232,2022,Senior,Full time,Data Analyst,US,Medium,136260
3233,2022,Senior,Full time,Data Analyst,US,Medium,109280
3235,2022,Senior,Full time,Data Scientist,US,Large,92000
3242,2022,Senior,Full time,Business Data Analyst,US,Large,100000
3245,2022,Senior,Full time,Data Analyst,US,Medium,150075
3246,2022,Senior,Full time,Data Analyst,US,Medium,110925
3253,2022,Senior,Full time,Data Science Manager,AU,Large,133766
3254,2022,Senior,Full time,Data Scientist,US,Medium,186000
3255,2022,Senior,Full time,Data Scientist,US,Medium,148800
3256,2022,Senior,Full time,Data Analyst,US,Medium,112900
3257,2022,Senior,Full time,Data Analyst,US,Medium,90320
3258,2022,Senior,Full time,ML Engineer,US,Medium,240000
3259,2022,Senior,Full time,ML Engineer,US,Medium,160000
3260,2022,Senior,Full time,Data Science Manager,US,Medium,300000
3261,2022,Senior,Full time,Data Science Manager,US,Medium,200000
3264,2022,Senior,Full time,Data Analytics Manager,US,Medium,145000
3265,2022,Senior,Full time,Data Analytics Manager,US,Medium,105400
3266,2022,Senior,Full time,Data Scientist,US,Large,215300
3267,2022,Senior,Full time,Data Scientist,US,Large,158200
3268,2022,Senior,Full time,Data Engineer,US,Large,209100
3274,2022,Senior,Full time,Data Analyst,US,Medium,164000
3275,2022,Senior,Full time,Data Analyst,US,Medium,132000
3277,2022,Senior,Full time,Data Scientist,US,Medium,123000
3280,2022,Senior,Full time,Data Engineer,US,Medium,165400
3281,2022,Senior,Full time,Data Engineer,US,Medium,132320
3282,2022,Senior,Full time,Data Architect,US,Medium,208775
3283,2022,Senior,Full time,Data Architect,US,Medium,147800
3284,2022,Senior,Full time,Data Engineer,US,Medium,136994
3285,2022,Senior,Full time,Data Engineer,US,Medium,101570
3288,2022,Senior,Full time,Data Engineer,US,Large,183600
3289,2022,Senior,Full time,Data Engineer,US,Large,100800
3293,2022,Senior,Full time,Data Scientist,US,Large,140400
3294,2022,Senior,Full time,Data Scientist,US,Medium,260000
3296,2022,Senior,Full time,Data Science Engineer,MX,Large,60000
3298,2022,Senior,Full time,Data Scientist,US,Medium,80000
3299,2022,Senior,Full time,Data Engineer,US,Medium,136000
3300,2022,Senior,Full time,Data Engineer,US,Medium,108800
3301,2022,Senior,Full time,Data Scientist,US,Medium,165220
3302,2022,Senior,Full time,Data Scientist,US,Medium,120160
3303,2022,Senior,Full time,Data Analyst,US,Medium,124190
3305,2022,Senior,Full time,Data Engineer,US,Medium,181940
3307,2022,Senior,Full time,Data Engineer,US,Medium,220110
3308,2022,Senior,Full time,Data Engineer,US,Medium,160080
3310,2022,Senior,Full time,Data Scientist,US,Large,120000
3313,2022,Senior,Full time,Data Analyst,US,Medium,155000
3314,2022,Senior,Full time,Data Analyst,US,Medium,120600
3315,2022,Senior,Full time,Data Analyst,US,Medium,102100
3316,2022,Senior,Full time,Data Analyst,US,Medium,84900
3317,2022,Senior,Full time,Data Scientist,US,Medium,136620
3318,2022,Senior,Full time,Data Scientist,US,Medium,99360
3319,2022,Senior,Full time,Data Scientist,GB,Medium,110820
3320,2022,Senior,Full time,Data Scientist,GB,Medium,98506
3323,2022,Senior,Full time,Data Analyst,US,Medium,170000
3325,2022,Senior,Full time,Data Science Manager,US,Medium,161342
3326,2022,Senior,Full time,Data Science Manager,US,Medium,137141
3327,2022,Senior,Full time,Data Scientist,US,Medium,167000
3329,2022,Senior,Full time,Data Engineer,GB,Medium,73880
3331,2022,Senior,Full time,Data Scientist,US,Medium,211500
3332,2022,Senior,Full time,Data Scientist,US,Medium,138600
3333,2022,Senior,Full time,Data Architect,CA,Medium,192400
3334,2022,Senior,Full time,Data Architect,CA,Medium,90700
3335,2022,Senior,Full time,Data Analyst,CA,Medium,130000
3336,2022,Senior,Full time,Data Analyst,CA,Medium,61300
3339,2022,Senior,Full time,Data Engineer,US,Large,160000
3340,2022,Senior,Full time,Data Engineer,US,Large,113000
3342,2022,Senior,Full time,Data Scientist,US,Medium,95550
3349,2022,Senior,Full time,Data Engineer,US,Medium,243900
3350,2022,Senior,Full time,Data Engineer,US,Medium,156600
3351,2022,Senior,Full time,Data Analyst,US,Medium,136600
3353,2022,Senior,Full time,Data Engineer,US,Medium,128875
3354,2022,Senior,Full time,Data Engineer,US,Medium,93700
3359,2022,Senior,Full time,Data Scientist,US,Large,205300
3361,2022,Senior,Full time,Data Scientist,US,Medium,176000
3363,2022,Senior,Full time,Data Engineer,US,Medium,200100
3365,2022,Senior,Full time,Data Engineer,US,Medium,70500
3366,2022,Senior,Full time,Data Engineer,US,Medium,54000
3367,2022,Senior,Full time,Data Scientist,US,Medium,205300
3368,2022,Senior,Full time,Data Scientist,US,Medium,140400
3369,2022,Senior,Full time,Analytics Engineer,US,Medium,205300
3370,2022,Senior,Full time,Analytics Engineer,US,Medium,184700
3371,2022,Senior,Full time,Data Engineer,US,Medium,175100
3372,2022,Senior,Full time,Data Engineer,US,Medium,140250
3373,2022,Senior,Full time,Data Analyst,US,Medium,116150
3374,2022,Senior,Full time,Data Analyst,US,Medium,99050
3379,2022,Senior,Full time,Machine Learning Engineer,US,Medium,214000
3380,2022,Senior,Full time,Machine Learning Engineer,US,Medium,192600
3381,2022,Senior,Full time,Data Architect,US,Medium,266400
3382,2022,Senior,Full time,Data Architect,US,Medium,213120
3388,2022,Senior,Full time,Data Engineer,US,Medium,110500
3390,2022,Senior,Full time,Data Analyst,US,Medium,60000
3393,2022,Senior,Full time,Data Scientist,US,Medium,230000
3395,2022,Senior,Full time,Data Analytics Manager,US,Medium,150260
3396,2022,Senior,Full time,Data Analytics Manager,US,Medium,109280
3401,2022,Senior,Full time,Data Analyst,US,Medium,129000
3410,2022,Senior,Full time,Data Analyst,US,Medium,69000
3416,2022,Senior,Full time,Data Engineer,US,Medium,25000
3417,2022,Senior,Full time,Data Analyst,US,Medium,126500
3418,2022,Senior,Full time,Data Analyst,US,Medium,106260
3429,2022,Senior,Full time,Machine Learning Engineer,US,Medium,220000
3431,2022,Senior,Full time,Machine Learning Engineer,AE,Small,120000
3432,2022,Senior,Full time,Machine Learning Engineer,AE,Small,65000
3435,2022,Senior,Full time,Data Scientist,US,Medium,185100
3436,2022,Senior,Full time,Data Scientist,US,Medium,104890
3439,2022,Senior,Full time,Machine Learning Engineer,IE,Small,68293
3440,2022,Senior,Full time,Head of Data,US,Medium,200000
3443,2022,Senior,Full time,Machine Learning Engineer,NL,Large,59888
3444,2022,Senior,Full time,Research Scientist,FR,Large,89306
3446,2022,Senior,Full time,Data Scientist,US,Medium,100000
3447,2022,Senior,Full time,Machine Learning Developer,CA,Medium,76814
3448,2022,Senior,Full time,Data Science Manager,US,Medium,152500
3449,2022,Senior,Full time,Data Analytics Lead,US,Large,405000
3450,2022,Senior,Full time,Applied Data Scientist,US,Large,380000
3451,2022,Senior,Full time,Applied Data Scientist,US,Large,177000
3452,2022,Senior,Full time,Research Scientist,US,Large,144000
3453,2022,Senior,Full time,Principal Data Scientist,DE,Medium,155499
3454,2022,Senior,Full time,Lead Machine Learning Engineer,DE,Medium,84053
3455,2021,Entry Level,Full time,Marketing Data Engineer,SG,Large,66970
3456,2021,Entry Level,Full time,3D Computer Vision Researcher,AS,Medium,20000
3457,2021,Entry Level,Full time,Power BI Developer,IN,Large,5409
3458,2021,Entry Level,Full time,Data Analyst,AU,Large,42028
3459,2021,Entry Level,Full time,Machine Learning Research Engineer,FR,Medium,20000
3460,2021,Entry Level,Full time,Machine Learning Developer,TH,Large,15000
3461,2021,Entry Level,Full time,Data Engineer,GB,Large,45390
3462,2021,Entry Level,Part time,Computer Vision Software Engineer,DK,Large,19073
3463,2021,Entry Level,Full time,Machine Learning Research Engineer,IN,Medium,12171
3464,2021,Entry Level,Full time,Data Scientist,US,Medium,80000
3465,2021,Entry Level,Full time,Data Scientist,US,Small,100000
3466,2021,Entry Level,Full time,Data Scientist,FR,Medium,49646
3467,2021,Entry Level,Full time,Machine Learning Engineer,IN,Small,20000
3468,2021,Entry Level,Part time,Data Analyst,ES,Medium,10354
3469,2021,Entry Level,Full time,Applied Data Scientist,GB,Large,110037
3470,2021,Entry Level,Full time,Data Analyst,US,Medium,50000
3471,2021,Entry Level,Full time,Machine Learning Developer,IQ,Small,100000
3472,2021,Entry Level,Full time,BI Data Analyst,US,Small,55000
3473,2021,Entry Level,Full time,Data Engineer,US,Large,80000
3474,2021,Entry Level,Full time,Data Science Consultant,DE,Large,63831
3475,2021,Entry Level,Full time,Machine Learning Engineer,US,Small,125000
3476,2021,Entry Level,Full time,Data Scientist,UA,Large,13400
3477,2021,Entry Level,Full time,Data Analyst,US,Small,90000
3478,2021,Entry Level,Full time,Data Analyst,US,Small,60000
3479,2021,Entry Level,Part time,AI Scientist,US,Medium,12000
3480,2021,Entry Level,Full time,Research Scientist,GB,Large,82528
3481,2021,Entry Level,Full time,Data Analyst,FR,Medium,59102
3482,2021,Entry Level,Full time,Data Analyst,US,Medium,80000
3483,2021,Entry Level,Full time,Machine Learning Scientist,US,Large,225000
3484,2021,Entry Level,Full time,Data Science Consultant,DE,Small,76833
3485,2021,Entry Level,Full time,Data Engineer,IN,Large,30428
3486,2021,Entry Level,Full time,Computer Vision Software Engineer,US,Medium,70000
3487,2021,Entry Level,Full time,Data Scientist,IN,Large,29751
3488,2021,Entry Level,Full time,Data Scientist,IN,Medium,28399
3489,2021,Entry Level,Full time,Data Scientist,US,Small,90000
3490,2021,Entry Level,Full time,Data Scientist,FR,Large,36643
3491,2021,Entry Level,Full time,Data Engineer,IN,Medium,21637
3492,2021,Entry Level,Full time,Data Engineer,US,Large,72500
3493,2021,Entry Level,Full time,Research Scientist,CN,Large,100000
3494,2021,Entry Level,Full time,Data Scientist,US,Large,58000
3495,2021,Entry Level,Full time,Data Scientist,US,Medium,100000
3496,2021,Entry Level,Full time,Machine Learning Engineer,DE,Small,85000
3497,2021,Entry Level,Full time,Data Science Consultant,DE,Large,76833
3498,2021,Entry Level,Full time,Data Engineer,DE,Medium,65013
3499,2021,Entry Level,Full time,Big Data Engineer,IN,Large,16228
3500,2021,Entry Level,Full time,Machine Learning Engineer,DE,Medium,24823
3501,2021,Entry Level,Full time,BI Data Analyst,KE,Small,9272
3502,2021,Entry Level,Full time,Machine Learning Engineer,CO,Medium,21844
3503,2021,Entry Level,Full time,Machine Learning Engineer,US,Small,81000
3504,2021,Entry Level,Full time,Data Science Consultant,US,Small,90000
3505,2021,Entry Level,Part time,Computer Vision Engineer,DK,Small,28609
3506,2021,Entry Level,Full time,Big Data Engineer,CH,Large,5882
3507,2021,Entry Level,Full time,Business Data Analyst,LU,Large,59102
3508,2021,Entry Level,Full time,AI Scientist,AS,Small,18053
3509,2021,Entry Level,Part time,AI Scientist,US,Small,12000
3510,2021,Experienced,Full time,Director of Data Science,US,Large,250000
3511,2021,Experienced,Full time,Director of Data Science,DE,Medium,130026
3512,2021,Experienced,Full time,Head of Data Science,RU,Medium,85000
3513,2021,Experienced,Full time,Head of Data,RU,Large,230000
3514,2021,Experienced,Full time,Director of Data Science,PL,Large,153667
3515,2021,Experienced,Full time,Head of Data,US,Large,235000
3516,2021,Experienced,Full time,BI Data Analyst,US,Large,150000
3517,2021,Experienced,Full time,Director of Data Science,DE,Large,141846
3518,2021,Experienced,Full time,Data Science Consultant,ES,Small,69741
3519,2021,Experienced,Contractor,Principal Data Scientist,US,Small,416000
3520,2021,Mid Level,Full time,Data Science Lead,US,Medium,150000
3521,2021,Mid Level,Full time,AI Scientist,GH,Small,30000
3522,2021,Mid Level,Full time,Data Analyst,IN,Large,16904
3523,2021,Mid Level,Freelancer,Autonomous Vehicle Technician,BS,Medium,45555
3524,2021,Mid Level,Full time,Data Engineer,AU,Large,75050
3525,2021,Mid Level,Full time,Machine Learning Engineer,IT,Large,51064
3526,2021,Mid Level,Full time,Data Scientist,US,Large,109000
3527,2021,Mid Level,Full time,Research Scientist,CZ,Large,69999
3528,2021,Mid Level,Full time,Data Analyst,US,Large,135000
3529,2021,Mid Level,Full time,ML Engineer,JP,Small,77364
3530,2021,Mid Level,Full time,ML Engineer,JP,Small,63711
3531,2021,Mid Level,Full time,Data Analyst,US,Medium,90000
3532,2021,Mid Level,Full time,Applied Machine Learning Scientist,US,Medium,38400
3533,2021,Mid Level,Full time,Data Scientist,US,Small,82500
3534,2021,Mid Level,Full time,Data Scientist,IN,Small,9466
3535,2021,Mid Level,Full time,Big Data Engineer,RO,Medium,60000
3536,2021,Mid Level,Full time,Data Engineer,US,Large,200000
3537,2021,Mid Level,Full time,Data Engineer,US,Large,100000
3538,2021,Mid Level,Full time,Research Scientist,FR,Medium,62649
3539,2021,Mid Level,Full time,Data Engineer,GB,Large,82528
3540,2021,Mid Level,Full time,Data Architect,US,Large,170000
3541,2021,Mid Level,Full time,Data Architect,US,Large,150000
3542,2021,Mid Level,Full time,Data Scientist,CA,Large,75774
3543,2021,Mid Level,Full time,Data Scientist,US,Medium,150000
3544,2021,Mid Level,Full time,Data Engineer,US,Large,90000
3545,2021,Mid Level,Full time,Data Scientist,NG,Large,50000
3546,2021,Mid Level,Part time,3D Computer Vision Researcher,IN,Medium,5409
3547,2021,Mid Level,Contractor,ML Engineer,US,Large,270000
3548,2021,Mid Level,Full time,Applied Data Scientist,CA,Large,54238
3549,2021,Mid Level,Full time,Machine Learning Engineer,ES,Small,47282
3550,2021,Mid Level,Full time,Data Engineer,PL,Large,28476
3551,2021,Mid Level,Full time,Data Analytics Engineer,US,Large,110000
3552,2021,Mid Level,Full time,Data Engineer,US,Large,140000
3553,2021,Mid Level,Full time,BI Data Analyst,US,Medium,100000
3554,2021,Mid Level,Full time,Research Scientist,CA,Large,187442
3555,2021,Mid Level,Full time,Data Analyst,GB,Large,51519
3556,2021,Mid Level,Full time,BI Data Analyst,US,Large,36259
3557,2021,Mid Level,Full time,Computer Vision Software Engineer,US,Small,95746
3558,2021,Mid Level,Full time,Cloud Data Engineer,SG,Large,89294
3560,2021,Mid Level,Full time,Data Analyst,US,Large,93000
3561,2021,Mid Level,Full time,Data Engineer,TR,Medium,12103
3562,2021,Mid Level,Full time,Data Engineer,GB,Large,72212
3563,2021,Mid Level,Full time,Data Analyst,US,Large,80000
3564,2021,Mid Level,Full time,Research Scientist,CA,Medium,63810
3565,2021,Mid Level,Full time,Head of Data Science,US,Small,110000
